"Gads","Mēnesis","Iebraucot LR vai Izbraucot LR","Nosūtītāja valsts","Galamērķa valsts","Transporta veids","Muitas punkta kods","Muitas punkta nosaukums","Kopsumma euro","Deklarāciju skaits"
"2018","janvāris","Iebraucot LR","Apvienotie Arābu Emirāti","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","35000.00","1"
"2018","janvāris","Iebraucot LR","Azerbaidžāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","58000.00","1"
"2018","janvāris","Iebraucot LR","Baltkrievija","Latvija","Autoceļu transports","'0814'","SILENES MKP","8000.00","1"
"2018","janvāris","Iebraucot LR","Izraēla","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","46103.82","2"
"2018","janvāris","Iebraucot LR","Krievijas Federācija","Beļģija","Gaisa transports","'0240'","LIDOSTAS MKP","21591.65","1"
"2018","janvāris","Iebraucot LR","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1600184.79","23"
"2018","janvāris","Iebraucot LR","Krievijas Federācija","Norvēģija","Autoceļu transports","'0731'","PĀTERNIEKU MKP","8500.00","1"
"2018","janvāris","Iebraucot LR","Šveice","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1817218.98","2"
"2018","janvāris","Iebraucot LR","Turcija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","58000.00","1"
"2018","janvāris","Iebraucot LR","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","855388.92","13"
"2018","janvāris","Iebraucot LR","Ukraina","Lietuva","Autoceļu transports","'0722'","TEREHOVAS MKP","12440.00","1"
"2018","janvāris","Izbraucot no LR","Latvija","Amerikas Savienotās Valstis","Gaisa transports","'0240'","LIDOSTAS MKP","41705.66","2"
"2018","janvāris","Izbraucot no LR","Latvija","Baltkrievija","Gaisa transports","'0240'","LIDOSTAS MKP","18522.72","1"
"2018","janvāris","Izbraucot no LR","Latvija","Gruzija","Gaisa transports","'0240'","LIDOSTAS MKP","22093.10","1"
"2018","janvāris","Izbraucot no LR","Latvija","Hongkonga","Gaisa transports","'0240'","LIDOSTAS MKP","46514.58","1"
"2018","janvāris","Izbraucot no LR","Latvija","Izraēla","Gaisa transports","'0240'","LIDOSTAS MKP","56829.94","1"
"2018","janvāris","Izbraucot no LR","Latvija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","229330.00","2"
"2018","janvāris","Izbraucot no LR","Latvija","Šveice","Gaisa transports","'0240'","LIDOSTAS MKP","10264668.60","3"
"2018","janvāris","Izbraucot no LR","Latvija","Turcija","Gaisa transports","'0240'","LIDOSTAS MKP","72000.00","1"
"2018","janvāris","Izbraucot no LR","Latvija","Ukraina","Gaisa transports","'0240'","LIDOSTAS MKP","99937.94","3"
"2018","februāris","Iebraucot LR","Apvienotie Arābu Emirāti","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","10035.00","1"
"2018","februāris","Iebraucot LR","Baltkrievija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","99801.48","4"
"2018","februāris","Iebraucot LR","Gruzija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","9800.00","1"
"2018","februāris","Iebraucot LR","Kazahstāna","Lietuva","Autoceļu transports","'0722'","TEREHOVAS MKP","20460.00","2"
"2018","februāris","Iebraucot LR","Ķīna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","44900.00","2"
"2018","februāris","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0712'","VIENTUĻU MKP","3000.00","1"
"2018","februāris","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0721'","GREBŅEVAS MKP","10204.83","1"
"2018","februāris","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0722'","TEREHOVAS MKP","135000.00","1"
"2018","februāris","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0731'","PĀTERNIEKU MKP","63248.06","2"
"2018","februāris","Iebraucot LR","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","592412.54","17"
"2018","februāris","Iebraucot LR","Krievijas Federācija","Lietuva","Autoceļu transports","'0721'","GREBŅEVAS MKP","20473.07","2"
"2018","februāris","Iebraucot LR","Krievijas Federācija","Lietuva","Autoceļu transports","'0814'","SILENES MKP","28000.00","1"
"2018","februāris","Iebraucot LR","Krievijas Federācija","Polija","Autoceļu transports","'0722'","TEREHOVAS MKP","100000.00","2"
"2018","februāris","Iebraucot LR","Krievijas Federācija","Vācija","Gaisa transports","'0240'","LIDOSTAS MKP","35779.84","1"
"2018","februāris","Iebraucot LR","Kuveita","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","37371.74","1"
"2018","februāris","Iebraucot LR","Pakistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","11930.00","1"
"2018","februāris","Iebraucot LR","Šveice","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","4452717.50","3"
"2018","februāris","Iebraucot LR","Turcija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","20000.00","1"
"2018","februāris","Iebraucot LR","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","549637.89","8"
"2018","februāris","Izbraucot no LR","Latvija","Armēnija","Gaisa transports","'0240'","LIDOSTAS MKP","10000.00","1"
"2018","februāris","Izbraucot no LR","Latvija","Baltkrievija","Gaisa transports","'0240'","LIDOSTAS MKP","81028.50","2"
"2018","februāris","Izbraucot no LR","Latvija","Izraēla","Gaisa transports","'0240'","LIDOSTAS MKP","96773.82","3"
"2018","februāris","Izbraucot no LR","Latvija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","451707.31","8"
"2018","februāris","Izbraucot no LR","Latvija","Šveice","Gaisa transports","'0240'","LIDOSTAS MKP","5147842.73","2"
"2018","februāris","Izbraucot no LR","Latvija","Ukraina","Gaisa transports","'0240'","LIDOSTAS MKP","161763.75","3"
"2018","februāris","Izbraucot no LR","Latvija","Vācija","Gaisa transports","'0240'","LIDOSTAS MKP","313735.58","2"
"2018","februāris","Izbraucot no LR","Polija","Krievijas Federācija","Autoceļu transports","'0722'","TEREHOVAS MKP","48921.77","1"
"2018","marts","Iebraucot LR","Azerbaidžāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","7250.00","1"
"2018","marts","Iebraucot LR","Baltkrievija","Latvija","Autoceļu transports","'0731'","PĀTERNIEKU MKP","15000.00","1"
"2018","marts","Iebraucot LR","Gruzija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","162850.64","1"
"2018","marts","Iebraucot LR","Irāka","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","44561.08","1"
"2018","marts","Iebraucot LR","Kazahstāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","43599.61","2"
"2018","marts","Iebraucot LR","Kazahstāna","Lietuva","Autoceļu transports","'0722'","TEREHOVAS MKP","38027.85","2"
"2018","marts","Iebraucot LR","Kipra","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","16520.00","1"
"2018","marts","Iebraucot LR","Kirgizstāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","16205.51","1"
"2018","marts","Iebraucot LR","Kirgizstāna","Lietuva","Autoceļu transports","'0722'","TEREHOVAS MKP","20665.34","1"
"2018","marts","Iebraucot LR","Krievijas Federācija","Čehijas Republika","Autoceļu transports","'0722'","TEREHOVAS MKP","14150.00","1"
"2018","marts","Iebraucot LR","Krievijas Federācija","Itālija","Autoceļu transports","'0721'","GREBŅEVAS MKP","35000.00","1"
"2018","marts","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0722'","TEREHOVAS MKP","154120.73","4"
"2018","marts","Iebraucot LR","Krievijas Federācija","Latvija","Dzelzceļa transports","'0723'","ZILUPES MKP","10047.80","1"
"2018","marts","Iebraucot LR","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","900920.45","16"
"2018","marts","Iebraucot LR","Krievijas Federācija","Libērija","Gaisa transports","'0240'","LIDOSTAS MKP","23075.64","1"
"2018","marts","Iebraucot LR","Krievijas Federācija","Lietuva","Autoceļu transports","'0722'","TEREHOVAS MKP","15765.00","2"
"2018","marts","Iebraucot LR","Krievijas Federācija","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","39300.00","1"
"2018","marts","Iebraucot LR","Krievijas Federācija","Nīderlande","Autoceļu transports","'0722'","TEREHOVAS MKP","13000.00","1"
"2018","marts","Iebraucot LR","Norvēģija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","11256.10","1"
"2018","marts","Iebraucot LR","Šveice","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","3252102.75","4"
"2018","marts","Iebraucot LR","Turcija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","30000.00","1"
"2018","marts","Iebraucot LR","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","261363.86","6"
"2018","marts","Iebraucot LR","Uzbekistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","18437.30","2"
"2018","marts","Iebraucot LR","Uzbekistāna","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","17455.49","1"
"2018","marts","Izbraucot no LR","Latvija","Gruzija","Gaisa transports","'0240'","LIDOSTAS MKP","207066.19","2"
"2018","marts","Izbraucot no LR","Latvija","Indija","Gaisa transports","'0240'","LIDOSTAS MKP","9500.00","1"
"2018","marts","Izbraucot no LR","Latvija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","178329.05","5"
"2018","marts","Izbraucot no LR","Latvija","Šveice","Gaisa transports","'0240'","LIDOSTAS MKP","18800357.00","6"
"2018","marts","Izbraucot no LR","Latvija","Uzbekistāna","Gaisa transports","'0240'","LIDOSTAS MKP","37100.00","1"
"2018","aprīlis","Iebraucot LR","Baltkrievija","Latvija","Autoceļu transports","'0814'","SILENES MKP","5500.00","1"
"2018","aprīlis","Iebraucot LR","Baltkrievija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","129084.68","2"
"2018","aprīlis","Iebraucot LR","Gruzija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","45633.00","3"
"2018","aprīlis","Iebraucot LR","Krievijas Federācija","Grieķija","Gaisa transports","'0240'","LIDOSTAS MKP","16000.00","1"
"2018","aprīlis","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0722'","TEREHOVAS MKP","84820.00","2"
"2018","aprīlis","Iebraucot LR","Krievijas Federācija","Latvija","Dzelzceļa transports","'0723'","ZILUPES MKP","33515.00","1"
"2018","aprīlis","Iebraucot LR","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1121686.42","22"
"2018","aprīlis","Iebraucot LR","Krievijas Federācija","Lietuva","Autoceļu transports","'0722'","TEREHOVAS MKP","9700.00","1"
"2018","aprīlis","Iebraucot LR","Krievijas Federācija","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","49774.95","2"
"2018","aprīlis","Iebraucot LR","Krievijas Federācija","Slovākija","Autoceļu transports","'0721'","GREBŅEVAS MKP","20000.00","1"
"2018","aprīlis","Iebraucot LR","Krievijas Federācija","Spānija (izņemot XC XL)","Autoceļu transports","'0721'","GREBŅEVAS MKP","33000.00","1"
"2018","aprīlis","Iebraucot LR","Šveice","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1697076.30","2"
"2018","aprīlis","Iebraucot LR","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","234726.97","9"
"2018","aprīlis","Iebraucot LR","Uzbekistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","15650.83","1"
"2018","aprīlis","Izbraucot no LR","Latvija","Baltkrievija","Gaisa transports","'0240'","LIDOSTAS MKP","197882.10","4"
"2018","aprīlis","Izbraucot no LR","Latvija","Kazahstāna","Gaisa transports","'0240'","LIDOSTAS MKP","33697.55","1"
"2018","aprīlis","Izbraucot no LR","Latvija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","251640.53","6"
"2018","aprīlis","Izbraucot no LR","Latvija","Šveice","Gaisa transports","'0240'","LIDOSTAS MKP","5037990.12","2"
"2018","aprīlis","Izbraucot no LR","Latvija","Ukraina","Gaisa transports","'0240'","LIDOSTAS MKP","80857.00","2"
"2018","aprīlis","Izbraucot no LR","Latvija","Uzbekistāna","Gaisa transports","'0240'","LIDOSTAS MKP","20619.88","1"
"2018","maijs","Iebraucot LR","Apvienotie Arābu Emirāti","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","110759.58","2"
"2018","maijs","Iebraucot LR","Azerbaidžāna","Vācija","Gaisa transports","'0240'","LIDOSTAS MKP","12000.00","1"
"2018","maijs","Iebraucot LR","Baltkrievija","Latvija","Autoceļu transports","'0814'","SILENES MKP","62920.00","2"
"2018","maijs","Iebraucot LR","Baltkrievija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","241903.03","2"
"2018","maijs","Iebraucot LR","Gruzija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","183467.10","1"
"2018","maijs","Iebraucot LR","Izraēla","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","34917.33","2"
"2018","maijs","Iebraucot LR","Kazahstāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","8050.00","1"
"2018","maijs","Iebraucot LR","Kirgizstāna","Lietuva","Autoceļu transports","'0722'","TEREHOVAS MKP","35500.00","1"
"2018","maijs","Iebraucot LR","Krievijas Federācija","Igaunija","Gaisa transports","'0240'","LIDOSTAS MKP","10000.00","1"
"2018","maijs","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0722'","TEREHOVAS MKP","85302.99","5"
"2018","maijs","Iebraucot LR","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1524403.98","27"
"2018","maijs","Iebraucot LR","Krievijas Federācija","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","45018.13","1"
"2018","maijs","Iebraucot LR","Krievijas Federācija","Nīderlande","Gaisa transports","'0240'","LIDOSTAS MKP","34800.00","1"
"2018","maijs","Iebraucot LR","Krievijas Federācija","Norvēģija","Gaisa transports","'0240'","LIDOSTAS MKP","133695.76","1"
"2018","maijs","Iebraucot LR","Krievijas Federācija","Slovēnija","Autoceļu transports","'0721'","GREBŅEVAS MKP","34000.00","1"
"2018","maijs","Iebraucot LR","Singapūra","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","11593.07","1"
"2018","maijs","Iebraucot LR","Šveice","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","5034471.13","3"
"2018","maijs","Iebraucot LR","Ukraina","Itālija","Gaisa transports","'0240'","LIDOSTAS MKP","30000.00","1"
"2018","maijs","Iebraucot LR","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","150793.28","5"
"2018","maijs","Iebraucot LR","Uzbekistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","8053.76","1"
"2018","maijs","Iebraucot LR","Uzbekistāna","Lietuva","Pārvietošana bez transp. līdz.","'0722'","TEREHOVAS MKP","11084.52","1"
"2018","maijs","Iebraucot LR","Uzbekistāna","Polija","Gaisa transports","'0240'","LIDOSTAS MKP","9036.17","1"
"2018","maijs","Izbraucot no LR","Kazahstāna","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","14500.00","1"
"2018","maijs","Izbraucot no LR","Krievijas Federācija","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","20722.96","1"
"2018","maijs","Izbraucot no LR","Latvija","Baltkrievija","Autoceļu transports","'0814'","SILENES MKP","640000.00","1"
"2018","maijs","Izbraucot no LR","Latvija","Baltkrievija","Gaisa transports","'0240'","LIDOSTAS MKP","165482.77","2"
"2018","maijs","Izbraucot no LR","Latvija","Gruzija","Gaisa transports","'0240'","LIDOSTAS MKP","177591.26","1"
"2018","maijs","Izbraucot no LR","Latvija","Krievijas Federācija","Autoceļu transports","'0721'","GREBŅEVAS MKP","28300.00","1"
"2018","maijs","Izbraucot no LR","Latvija","Krievijas Federācija","Autoceļu transports","'0722'","TEREHOVAS MKP","31200.00","1"
"2018","maijs","Izbraucot no LR","Latvija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","104894.29","5"
"2018","maijs","Izbraucot no LR","Latvija","Norvēģija","Gaisa transports","'0240'","LIDOSTAS MKP","133695.76","1"
"2018","maijs","Izbraucot no LR","Latvija","Šveice","Gaisa transports","'0240'","LIDOSTAS MKP","8999369.88","3"
"2018","maijs","Izbraucot no LR","Latvija","Ukraina","Gaisa transports","'0240'","LIDOSTAS MKP","462802.89","4"
"2018","maijs","Izbraucot no LR","Latvija","Uzbekistāna","Gaisa transports","'0240'","LIDOSTAS MKP","167114.46","2"
"2018","maijs","Izbraucot no LR","Spānija (izņemot XC XL)","Krievijas Federācija","Autoceļu transports","'0721'","GREBŅEVAS MKP","27500.00","1"
"2018","maijs","Izbraucot no LR","Uzbekistāna","Polija","Gaisa transports","'0240'","LIDOSTAS MKP","12341.17","1"
"2018","jūnijs","Iebraucot LR","Apvienotie Arābu Emirāti","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","12915.73","1"
"2018","jūnijs","Iebraucot LR","Baltkrievija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","105608.00","1"
"2018","jūnijs","Iebraucot LR","Gruzija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","192151.25","1"
"2018","jūnijs","Iebraucot LR","Kazahstāna","Vācija","Autoceļu transports","'0722'","TEREHOVAS MKP","49500.00","1"
"2018","jūnijs","Iebraucot LR","Ķīna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","19800.00","1"
"2018","jūnijs","Iebraucot LR","Krievijas Federācija","Čehijas Republika","Autoceļu transports","'0722'","TEREHOVAS MKP","13783.39","1"
"2018","jūnijs","Iebraucot LR","Krievijas Federācija","Grieķija","Gaisa transports","'0240'","LIDOSTAS MKP","55000.00","1"
"2018","jūnijs","Iebraucot LR","Krievijas Federācija","Igaunija","Gaisa transports","'0240'","LIDOSTAS MKP","98597.46","1"
"2018","jūnijs","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0722'","TEREHOVAS MKP","172333.84","5"
"2018","jūnijs","Iebraucot LR","Krievijas Federācija","Latvija","Dzelzceļa transports","'0723'","ZILUPES MKP","36423.08","1"
"2018","jūnijs","Iebraucot LR","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1134783.57","19"
"2018","jūnijs","Iebraucot LR","Krievijas Federācija","Lietuva","Autoceļu transports","'0721'","GREBŅEVAS MKP","14036.17","1"
"2018","jūnijs","Iebraucot LR","Krievijas Federācija","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","9410.01","1"
"2018","jūnijs","Iebraucot LR","Krievijas Federācija","Vācija","Gaisa transports","'0240'","LIDOSTAS MKP","46680.00","1"
"2018","jūnijs","Iebraucot LR","Šveice","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","4642674.54","4"
"2018","jūnijs","Iebraucot LR","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1256546.86","14"
"2018","jūnijs","Izbraucot no LR","Latvija","Azerbaidžāna","Gaisa transports","'0240'","LIDOSTAS MKP","34500.00","2"
"2018","jūnijs","Izbraucot no LR","Latvija","Baltkrievija","Gaisa transports","'0240'","LIDOSTAS MKP","100904.13","1"
"2018","jūnijs","Izbraucot no LR","Latvija","Gruzija","Gaisa transports","'0240'","LIDOSTAS MKP","185663.59","1"
"2018","jūnijs","Izbraucot no LR","Latvija","Izraēla","Gaisa transports","'0240'","LIDOSTAS MKP","16000.00","1"
"2018","jūnijs","Izbraucot no LR","Latvija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","202619.72","3"
"2018","jūnijs","Izbraucot no LR","Latvija","Šveice","Gaisa transports","'0240'","LIDOSTAS MKP","16430375.43","4"
"2018","jūnijs","Izbraucot no LR","Latvija","Ukraina","Gaisa transports","'0240'","LIDOSTAS MKP","180560.93","2"
"2018","jūnijs","Izbraucot no LR","Latvija","Uzbekistāna","Gaisa transports","'0240'","LIDOSTAS MKP","161583.23","1"
"2018","jūlijs","Iebraucot LR","Baltkrievija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","313692.61","4"
"2018","jūlijs","Iebraucot LR","Grieķija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","20253.33","1"
"2018","jūlijs","Iebraucot LR","Gruzija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","388491.74","2"
"2018","jūlijs","Iebraucot LR","Krievijas Federācija","Bulgārija","Autoceļu transports","'0721'","GREBŅEVAS MKP","41976.12","1"
"2018","jūlijs","Iebraucot LR","Krievijas Federācija","Itālija","Autoceļu transports","'0721'","GREBŅEVAS MKP","16000.00","1"
"2018","jūlijs","Iebraucot LR","Krievijas Federācija","Itālija","Autoceļu transports","'0722'","TEREHOVAS MKP","11000.00","1"
"2018","jūlijs","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0722'","TEREHOVAS MKP","8005.01","1"
"2018","jūlijs","Iebraucot LR","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","830120.64","22"
"2018","jūlijs","Iebraucot LR","Krievijas Federācija","Lietuva","Autoceļu transports","'0722'","TEREHOVAS MKP","50339.86","2"
"2018","jūlijs","Iebraucot LR","Krievijas Federācija","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","165205.93","3"
"2018","jūlijs","Iebraucot LR","Krievijas Federācija","Nīderlande","Autoceļu transports","'0722'","TEREHOVAS MKP","11600.00","1"
"2018","jūlijs","Iebraucot LR","Krievijas Federācija","Norvēģija","Gaisa transports","'0240'","LIDOSTAS MKP","13500.00","1"
"2018","jūlijs","Iebraucot LR","Krievijas Federācija","Vācija","Gaisa transports","'0240'","LIDOSTAS MKP","16655.00","1"
"2018","jūlijs","Iebraucot LR","Šveice","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","2563181.45","3"
"2018","jūlijs","Iebraucot LR","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","273251.08","13"
"2018","jūlijs","Iebraucot LR","Ukraina","Spānija (izņemot XC XL)","Gaisa transports","'0240'","LIDOSTAS MKP","9749.40","1"
"2018","jūlijs","Iebraucot LR","Uzbekistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","69684.83","4"
"2018","jūlijs","Izbraucot no LR","Latvija","Baltkrievija","Gaisa transports","'0240'","LIDOSTAS MKP","239748.20","2"
"2018","jūlijs","Izbraucot no LR","Latvija","Gruzija","Gaisa transports","'0240'","LIDOSTAS MKP","374459.22","2"
"2018","jūlijs","Izbraucot no LR","Latvija","Hongkonga","Gaisa transports","'0240'","LIDOSTAS MKP","15781.41","1"
"2018","jūlijs","Izbraucot no LR","Latvija","Izraēla","Gaisa transports","'0240'","LIDOSTAS MKP","24356.99","1"
"2018","jūlijs","Izbraucot no LR","Latvija","Krievijas Federācija","Autoceļu transports","'0722'","TEREHOVAS MKP","15153.57","1"
"2018","jūlijs","Izbraucot no LR","Latvija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","263453.58","7"
"2018","jūlijs","Izbraucot no LR","Latvija","Serbija","Gaisa transports","'0240'","LIDOSTAS MKP","14621.91","1"
"2018","jūlijs","Izbraucot no LR","Latvija","Šveice","Gaisa transports","'0240'","LIDOSTAS MKP","6393794.82","4"
"2018","jūlijs","Izbraucot no LR","Latvija","Ukraina","Gaisa transports","'0240'","LIDOSTAS MKP","24921.70","1"
"2018","jūlijs","Izbraucot no LR","Latvija","Uzbekistāna","Gaisa transports","'0240'","LIDOSTAS MKP","153616.44","1"
"2018","jūlijs","Izbraucot no LR","Lietuva","Krievijas Federācija","Autoceļu transports","'0721'","GREBŅEVAS MKP","57000.00","1"
"2018","jūlijs","Izbraucot no LR","Lietuva","Krievijas Federācija","Autoceļu transports","'0722'","TEREHOVAS MKP","73500.00","1"
"2018","augusts","Iebraucot LR","Armēnija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","31255.08","1"
"2018","augusts","Iebraucot LR","Baltkrievija","Latvija","Autoceļu transports","'0731'","PĀTERNIEKU MKP","17225.04","2"
"2018","augusts","Iebraucot LR","Baltkrievija","Latvija","Autoceļu transports","'0814'","SILENES MKP","29750.00","1"
"2018","augusts","Iebraucot LR","Baltkrievija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","174934.84","1"
"2018","augusts","Iebraucot LR","Gruzija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","212825.00","1"
"2018","augusts","Iebraucot LR","Izraēla","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","72161.36","3"
"2018","augusts","Iebraucot LR","Kazahstāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","44542.48","2"
"2018","augusts","Iebraucot LR","Kazahstāna","Vācija","Gaisa transports","'0240'","LIDOSTAS MKP","20000.00","1"
"2018","augusts","Iebraucot LR","Krievijas Federācija","Krievijas Federācija","Autoceļu transports","'0722'","TEREHOVAS MKP","17255.87","1"
"2018","augusts","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0712'","VIENTUĻU MKP","11390.00","1"
"2018","augusts","Iebraucot LR","Krievijas Federācija","Latvija","Autoceļu transports","'0722'","TEREHOVAS MKP","65000.00","1"
"2018","augusts","Iebraucot LR","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1140935.76","20"
"2018","augusts","Iebraucot LR","Krievijas Federācija","Lietuva","Autoceļu transports","'0722'","TEREHOVAS MKP","9932.31","1"
"2018","augusts","Iebraucot LR","Krievijas Federācija","Spānija (izņemot XC XL)","Autoceļu transports","'0731'","PĀTERNIEKU MKP","30275.04","2"
"2018","augusts","Iebraucot LR","Krievijas Federācija","Vācija","Autoceļu transports","'0721'","GREBŅEVAS MKP","24920.00","1"
"2018","augusts","Iebraucot LR","Šveice","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1291878.00","1"
"2018","augusts","Iebraucot LR","Turcija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","15366.46","1"
"2018","augusts","Iebraucot LR","Ukraina","Latvija","Autoceļu transports","'0731'","PĀTERNIEKU MKP","123749.40","4"
"2018","augusts","Iebraucot LR","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","147067.77","5"
"2018","augusts","Iebraucot LR","Uzbekistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","37129.04","2"
"2018","augusts","Iebraucot LR","Uzbekistāna","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","10013.64","1"
"2018","augusts","Iebraucot LR","Vjetnama","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","18157.06","1"
"2018","augusts","Izbraucot no LR","Krievijas Federācija","Francija","Gaisa transports","'0240'","LIDOSTAS MKP","25687.28","1"
"2018","augusts","Izbraucot no LR","Latvija","Azerbaidžāna","Gaisa transports","'0240'","LIDOSTAS MKP","28804.45","2"
"2018","augusts","Izbraucot no LR","Latvija","Baltkrievija","Autoceļu transports","'0814'","SILENES MKP","13500.00","1"
"2018","augusts","Izbraucot no LR","Latvija","Baltkrievija","Gaisa transports","'0240'","LIDOSTAS MKP","268900.16","2"
"2018","augusts","Izbraucot no LR","Latvija","Gruzija","Gaisa transports","'0240'","LIDOSTAS MKP","205216.56","1"
"2018","augusts","Izbraucot no LR","Latvija","Hongkonga","Gaisa transports","'0240'","LIDOSTAS MKP","25837.56","1"
