"Gads","Mēnesis","Iebraucot LR vai Izbraucot LR","Nosūtītāja valsts","Galamērķa valsts","Transporta veids","Muitas punkta kods","Muitas punkta nosaukums","Kopsumma euro","Deklarāciju skaits"
"2019","novembris","Iebraucot ES","Turcija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","47697.11","2"
"2019","novembris","Iebraucot ES","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","341643.49","11"
"2019","novembris","Iebraucot ES","Ukraina","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","8895.00","1"
"2019","novembris","Iebraucot ES","Uzbekistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","93833.12","3"
"2019","novembris","Iebraucot ES","Uzbekistāna","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","35348.78","2"
"2019","novembris","Izbraucot no ES","Latvija","Baltkrievija","Autotransports","'0731'","PĀTERNIEKU MKP","25535.00","1"
"2019","novembris","Izbraucot no ES","Latvija","Baltkrievija","Autotransports","'0814'","SILENES MKP","38038.00","1"
"2019","novembris","Izbraucot no ES","Latvija","Gruzija","Gaisa transports","'0240'","LIDOSTAS MKP","22670.90","1"
"2019","novembris","Izbraucot no ES","Latvija","Kipra","Gaisa transports","'0240'","LIDOSTAS MKP","400000.00","1"
"2019","novembris","Izbraucot no ES","Latvija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","2782484.62","6"
"2019","novembris","Izbraucot no ES","Latvija","Šveice","Gaisa transports","'0240'","LIDOSTAS MKP","4015796.48","1"
"2019","novembris","Izbraucot no ES","Latvija","Ukraina","Gaisa transports","'0240'","LIDOSTAS MKP","89616.11","2"
"2019","novembris","Izbraucot no ES","Latvija","Vācija","Gaisa transports","'0240'","LIDOSTAS MKP","69050.00","3"
"2019","novembris","Izbraucot no ES","Serbija","Krievijas Federācija","Autotransports","'0721'","GREBŅEVAS MKP","11456.11","2"
"2019","novembris","Izbraucot no ES","Uzbekistāna","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","27091.14","1"
"2019","decembris","Iebraucot ES","Amerikas Savienotās Valstis","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","9494.53","1"
"2019","decembris","Iebraucot ES","Apvienotie Arābu Emirāti","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","158300.00","1"
"2019","decembris","Iebraucot ES","Armēnija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","18485.03","2"
"2019","decembris","Iebraucot ES","Azerbaidžāna","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","19804.23","2"
"2019","decembris","Iebraucot ES","Baltkrievija","Igaunija","Autotransports","'0900'","Nodokļu un muitas policijas pārvald","24149.84","1"
"2019","decembris","Iebraucot ES","Gruzija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","137101.74","3"
"2019","decembris","Iebraucot ES","Gruzija","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","11700.00","1"
"2019","decembris","Iebraucot ES","Islande","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","154219.37","1"
"2019","decembris","Iebraucot ES","Kazahstāna","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","17448.30","2"
"2019","decembris","Iebraucot ES","Kazahstāna","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","6948.80","1"
"2019","decembris","Iebraucot ES","Kipra","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","9775.00","1"
"2019","decembris","Iebraucot ES","Krievijas Federācija","Latvija","Autotransports","'0712'","VIENTUĻU MKP","4211.13","1"
"2019","decembris","Iebraucot ES","Krievijas Federācija","Latvija","Autotransports","'0722'","TEREHOVAS MKP","44300.00","2"
"2019","decembris","Iebraucot ES","Krievijas Federācija","Latvija","Autotransports","'0900'","Nodokļu un muitas policijas pārvald","9500.00","1"
"2019","decembris","Iebraucot ES","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","277885.68","9"
"2019","decembris","Iebraucot ES","Krievijas Federācija","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","133165.22","13"
"2019","decembris","Iebraucot ES","Krievijas Federācija","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","36661.21","2"
"2019","decembris","Iebraucot ES","Krievijas Federācija","Latvija","Transporta veids nav zināms (proti, pārvieto pats)","'0722'","TEREHOVAS MKP","27517.26","2"
"2019","decembris","Iebraucot ES","Krievijas Federācija","Lietuva","Autotransports","'0722'","TEREHOVAS MKP","25940.51","2"
"2019","decembris","Iebraucot ES","Krievijas Federācija","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","135214.00","1"
"2019","decembris","Iebraucot ES","Krievijas Federācija","Vācija","Autotransports","'0721'","GREBŅEVAS MKP","19500.00","1"
"2019","decembris","Iebraucot ES","Krievijas Federācija","Vācija","Autotransports","'0722'","TEREHOVAS MKP","15000.00","1"
"2019","decembris","Iebraucot ES","Krievijas Federācija","Vācija","Autotransports","'0731'","PĀTERNIEKU MKP","23776.40","1"
"2019","decembris","Iebraucot ES","Lietuva","Latvija","Autotransports","'0900'","Nodokļu un muitas policijas pārvald","18703.00","2"
"2019","decembris","Iebraucot ES","Lietuva","Zviedrija","Autotransports","'0900'","Nodokļu un muitas policijas pārvald","18703.00","2"
"2019","decembris","Iebraucot ES","Nigērija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","21701.78","1"
"2019","decembris","Iebraucot ES","Šveice","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","904241.00","1"
"2019","decembris","Iebraucot ES","Ukraina","Igaunija","Autotransports","'0900'","Nodokļu un muitas policijas pārvald","10169.52","1"
"2019","decembris","Iebraucot ES","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","36144.93","2"
"2019","decembris","Iebraucot ES","Ukraina","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","103995.32","7"
"2019","decembris","Iebraucot ES","Ukraina","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","10467.03","1"
"2019","decembris","Izbraucot no ES","Latvija","Bulgārija","Gaisa transports","'0240'","LIDOSTAS MKP","12000.00","1"
"2019","decembris","Izbraucot no ES","Latvija","Gruzija","Gaisa transports","'0240'","LIDOSTAS MKP","117551.33","1"
"2019","decembris","Izbraucot no ES","Latvija","Islande","Gaisa transports","'0240'","LIDOSTAS MKP","154518.00","1"
"2019","decembris","Izbraucot no ES","Latvija","Krievijas Federācija","Autotransports","'0712'","VIENTUĻU MKP","5171.60","3"
"2019","decembris","Izbraucot no ES","Latvija","Krievijas Federācija","Autotransports","'0731'","PĀTERNIEKU MKP","17919.27","1"
"2019","decembris","Izbraucot no ES","Latvija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","2851766.68","5"
"2019","decembris","Izbraucot no ES","Latvija","Šveice","Gaisa transports","'0240'","LIDOSTAS MKP","2095329.32","2"
"2020","janvāris","Iebraucot ES","Apvienotā Karaliste","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","20892.37","1"
"2020","janvāris","Iebraucot ES","Baltkrievija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","104706.37","2"
"2020","janvāris","Iebraucot ES","Čehijas Republika","Somija","Autotransports","'0900'","Nodokļu un muitas policijas pārvald","10266.54","1"
"2020","janvāris","Iebraucot ES","Gruzija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","30000.00","1"
"2020","janvāris","Iebraucot ES","Japāna","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","19498.43","1"
"2020","janvāris","Iebraucot ES","Kazahstāna","Lietuva","Autotransports","'0722'","TEREHOVAS MKP","21593.79","1"
"2020","janvāris","Iebraucot ES","Kazahstāna","Vācija","Autotransports","'0722'","TEREHOVAS MKP","25000.00","1"
"2020","janvāris","Iebraucot ES","Kirgizstāna","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","20000.00","2"
"2020","janvāris","Iebraucot ES","Krievijas Federācija","Latvija","Autotransports","'0900'","Nodokļu un muitas policijas pārvald","17045.00","2"
"2020","janvāris","Iebraucot ES","Krievijas Federācija","Latvija","Dzelzceļa transports","'0723'","ZILUPES MKP","30725.40","1"
"2020","janvāris","Iebraucot ES","Krievijas Federācija","Latvija","Dzelzceļa transports","'0723'","ZILUPES MKP","81061.62","1"
"2020","janvāris","Iebraucot ES","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","278700.96","13"
"2020","janvāris","Iebraucot ES","Krievijas Federācija","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","159737.98","13"
"2020","janvāris","Iebraucot ES","Krievijas Federācija","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","26120.00","1"
"2020","janvāris","Iebraucot ES","Krievijas Federācija","Vācija","Autotransports","'0722'","TEREHOVAS MKP","71895.88","2"
"2020","janvāris","Iebraucot ES","Krievijas Federācija","Vācija","Gaisa transports","'0240'","LIDOSTAS MKP","8700.00","1"
"2020","janvāris","Iebraucot ES","Lietuva","Igaunija","Autotransports","'0900'","Nodokļu un muitas policijas pārvald","20000.00","2"
"2020","janvāris","Iebraucot ES","Lietuva","Vācija","Autotransports","'0900'","Nodokļu un muitas policijas pārvald","44500.00","2"
"2020","janvāris","Iebraucot ES","Šveice","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1349527.50","1"
"2020","janvāris","Iebraucot ES","Tadžikistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","10448.90","1"
"2020","janvāris","Iebraucot ES","Tadžikistāna","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","7000.00","1"
"2020","janvāris","Iebraucot ES","Tadžikistāna","Lietuva","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","17696.85","2"
"2020","janvāris","Iebraucot ES","Turcija","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","7012.39","1"
"2020","janvāris","Iebraucot ES","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","50416.33","2"
"2020","janvāris","Iebraucot ES","Ukraina","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","27451.57","3"
"2020","janvāris","Iebraucot ES","Ukraina","Norvēģija","Gaisa transports","'0240'","LIDOSTAS MKP","27000.00","1"
"2020","janvāris","Iebraucot ES","Uzbekistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","37815.09","2"
"2020","janvāris","Iebraucot ES","Uzbekistāna","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","8996.85","1"
"2020","janvāris","Izbraucot no ES","Latvija","Baltkrievija","Gaisa transports","'0240'","LIDOSTAS MKP","93753.24","1"
"2020","janvāris","Izbraucot no ES","Latvija","Kipra","Gaisa transports","'0240'","LIDOSTAS MKP","33235.00","1"
"2020","janvāris","Izbraucot no ES","Latvija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","5660805.51","5"
"2020","janvāris","Izbraucot no ES","Latvija","Šveice","Gaisa transports","'0240'","LIDOSTAS MKP","3073336.53","1"
"2020","janvāris","Izbraucot no ES","Latvija","Taizeme","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","39586.14","1"
"2020","janvāris","Izbraucot no ES","Latvija","Ukraina","Gaisa transports","'0240'","LIDOSTAS MKP","10000.00","1"
"2020","janvāris","Izbraucot no ES","Latvija","Vācija","Gaisa transports","'0240'","LIDOSTAS MKP","83000.00","2"
"2020","februāris","Iebraucot ES","Argentīna","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","9550.00","1"
"2020","februāris","Iebraucot ES","Baltkrievija","Latvija","Autotransports","'0900'","Nodokļu un muitas policijas pārvald","16812.37","1"
"2020","februāris","Iebraucot ES","Baltkrievija","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","8772.71","1"
"2020","februāris","Iebraucot ES","Baltkrievija","Lietuva","Autotransports","'0722'","TEREHOVAS MKP","10642.14","1"
"2020","februāris","Iebraucot ES","Baltkrievija","Vācija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","11357.81","1"
"2020","februāris","Iebraucot ES","Gruzija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","152706.24","1"
"2020","februāris","Iebraucot ES","Gruzija","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","8900.00","1"
"2020","februāris","Iebraucot ES","Gruzija","Polija","Gaisa transports","'0240'","LIDOSTAS MKP","23421.72","1"
"2020","februāris","Iebraucot ES","Kazahstāna","Lietuva","Autotransports","'0722'","TEREHOVAS MKP","65000.00","2"
"2020","februāris","Iebraucot ES","Krievijas Federācija","Kipra","Gaisa transports","'0240'","LIDOSTAS MKP","7132.47","1"
"2020","februāris","Iebraucot ES","Krievijas Federācija","Latvija","Autotransports","'201'","Pededzes RŠV","15000.00","1"
"2020","februāris","Iebraucot ES","Krievijas Federācija","Latvija","Dzelzceļa transports","'0723'","ZILUPES MKP","25000.00","1"
"2020","februāris","Iebraucot ES","Krievijas Federācija","Latvija","Dzelzceļa transports","'0900'","Nodokļu un muitas policijas pārvald","65652.16","2"
"2020","februāris","Iebraucot ES","Krievijas Federācija","Latvija","Dzelzceļa transports","'0900'","Nodokļu un muitas policijas pārvald","8734.24","1"
"2020","februāris","Iebraucot ES","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","368316.26","16"
"2020","februāris","Iebraucot ES","Krievijas Federācija","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","161356.98","10"
"2020","februāris","Iebraucot ES","Krievijas Federācija","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","9710.00","1"
"2020","februāris","Iebraucot ES","Krievijas Federācija","Lietuva","Autotransports","'0721'","GREBŅEVAS MKP","52781.40","5"
"2020","februāris","Iebraucot ES","Krievijas Federācija","Lietuva","Autotransports","'0722'","TEREHOVAS MKP","4408.25","1"
"2020","februāris","Iebraucot ES","Krievijas Federācija","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","534062.80","3"
"2020","februāris","Iebraucot ES","Krievijas Federācija","Lietuva","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","8040.00","1"
"2020","februāris","Iebraucot ES","Krievijas Federācija","Nīderlande","Gaisa transports","'0240'","LIDOSTAS MKP","45475.00","1"
"2020","februāris","Iebraucot ES","Krievijas Federācija","Slovākija","Autotransports","'0722'","TEREHOVAS MKP","195918.99","1"
"2020","februāris","Iebraucot ES","Krievijas Federācija","Vācija","Autotransports","'0722'","TEREHOVAS MKP","42000.00","1"
"2020","februāris","Iebraucot ES","Lietuva","Latvija","Autotransports","'0900'","Nodokļu un muitas policijas pārvald","16100.00","1"
"2020","februāris","Iebraucot ES","Rumānija","Igaunija","Autotransports","'0900'","Nodokļu un muitas policijas pārvald","10357.12","1"
"2020","februāris","Iebraucot ES","Šveice","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","518026.03","1"
"2020","februāris","Iebraucot ES","Tadžikistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","24784.14","1"
"2020","februāris","Iebraucot ES","Tadžikistāna","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","9014.25","1"
"2020","februāris","Iebraucot ES","Turcija","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","6800.00","1"
"2020","februāris","Iebraucot ES","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","37486.88","2"
"2020","februāris","Iebraucot ES","Ukraina","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","38353.90","4"
"2020","februāris","Iebraucot ES","Uzbekistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","20200.00","1"
"2020","februāris","Iebraucot ES","Uzbekistāna","Lietuva","Gaisa transports","'0240'","LIDOSTAS MKP","17886.68","2"
"2020","februāris","Iebraucot ES","Uzbekistāna","Lietuva","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","7395.38","1"
"2020","februāris","Izbraucot no ES","Igaunija","Vācija","Autotransports","'0900'","Nodokļu un muitas policijas pārvald","11530.00","1"
"2020","februāris","Izbraucot no ES","Latvija","Apvienotā Karaliste","Gaisa transports","'0240'","LIDOSTAS MKP","39602.57","2"
"2020","februāris","Izbraucot no ES","Latvija","Austrija","Gaisa transports","'0240'","LIDOSTAS MKP","20000.00","1"
"2020","februāris","Izbraucot no ES","Latvija","Baltkrievija","Autotransports","'0814'","SILENES MKP","45000.00","1"
"2020","februāris","Izbraucot no ES","Latvija","Baltkrievija","Dzelzceļa transports","'0900'","Nodokļu un muitas policijas pārvald","7400.00","1"
"2020","februāris","Izbraucot no ES","Latvija","Krievijas Federācija","Autotransports","'0900'","Nodokļu un muitas policijas pārvald","18000.00","1"
"2020","februāris","Izbraucot no ES","Latvija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","2973151.40","3"
"2020","februāris","Izbraucot no ES","Latvija","Krievijas Federācija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","27022.91","1"
"2020","februāris","Izbraucot no ES","Latvija","Šveice","Gaisa transports","'0240'","LIDOSTAS MKP","1204211.70","1"
"2020","februāris","Izbraucot no ES","Lietuva","Baltkrievija","Autotransports","'0814'","SILENES MKP","18075.17","1"
"2020","februāris","Izbraucot no ES","Lietuva","Krievijas Federācija","Autotransports","'0721'","GREBŅEVAS MKP","37500.00","1"
"2020","marts","Iebraucot ES","Apvienotie Arābu Emirāti","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","20076.88","1"
"2020","marts","Iebraucot ES","Azerbaidžāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","21462.96","1"
"2020","marts","Iebraucot ES","Baltkrievija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","9259.26","1"
"2020","marts","Iebraucot ES","Baltkrievija","Latvija","Transporta veids nav zināms (proti, pārvieto pats)","'0814'","SILENES MKP","26481.48","1"
"2020","marts","Iebraucot ES","Gruzija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","188644.76","1"
"2020","marts","Iebraucot ES","Kazahstāna","Latvija","Autotransports","'0722'","TEREHOVAS MKP","20000.00","1"
"2020","marts","Iebraucot ES","Kazahstāna","Lietuva","Autotransports","'0722'","TEREHOVAS MKP","48000.00","2"
"2020","marts","Iebraucot ES","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","118998.94","5"
"2020","marts","Iebraucot ES","Krievijas Federācija","Latvija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","32052.36","2"
"2020","marts","Iebraucot ES","Krievijas Federācija","Latvija","Transporta veids nav zināms (proti, pārvieto pats)","'0722'","TEREHOVAS MKP","28730.00","1"
"2020","marts","Iebraucot ES","Krievijas Federācija","Polija","Gaisa transports","'0240'","LIDOSTAS MKP","43000.00","1"
"2020","marts","Iebraucot ES","Krievijas Federācija","Slovākija","Autotransports","'0731'","PĀTERNIEKU MKP","54250.00","1"
"2020","marts","Iebraucot ES","Krievijas Federācija","Vācija","Gaisa transports","'0240'","LIDOSTAS MKP","44020.00","2"
"2020","marts","Iebraucot ES","Šveice","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","1388889.00","1"
"2020","marts","Iebraucot ES","Ukraina","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","33850.40","2"
"2020","marts","Iebraucot ES","Ukraina","Lietuva","Autotransports","'0722'","TEREHOVAS MKP","20000.00","1"
"2020","marts","Iebraucot ES","Uzbekistāna","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","20590.90","2"
"2020","marts","Iebraucot ES","Uzbekistāna","Polija","Gaisa transports","'0240'","LIDOSTAS MKP","9814.82","1"
"2020","marts","Izbraucot no ES","Latvija","Baltkrievija","Gaisa transports","'0240'","LIDOSTAS MKP","115732.92","1"
"2020","marts","Izbraucot no ES","Latvija","Gruzija","Gaisa transports","'0240'","LIDOSTAS MKP","180585.58","1"
"2020","marts","Izbraucot no ES","Latvija","Krievijas Federācija","Autotransports","'0722'","TEREHOVAS MKP","38888.89","1"
"2020","marts","Izbraucot no ES","Latvija","Krievijas Federācija","Gaisa transports","'0240'","LIDOSTAS MKP","2713076.35","2"
"2020","marts","Izbraucot no ES","Latvija","Turcija","Gaisa transports","'0240'","LIDOSTAS MKP","19248.71","1"
"2020","marts","Izbraucot no ES","Latvija","Ukraina","Gaisa transports","'0240'","LIDOSTAS MKP","60000.00","1"
"2020","marts","Izbraucot no ES","Latvija","Vācija","Gaisa transports","'0900'","Nodokļu un muitas policijas pārvald","40000.00","1"
"2020","aprīlis","Iebraucot ES","Krievijas Federācija","Latvija","Gaisa transports","'0240'","LIDOSTAS MKP","17290.00","1"
"2020","aprīlis","Iebraucot ES","Lietuva","Krievijas Federācija","Autotransports","'0900'","Nodokļu un muitas policijas pārvald","8065.40","1"
"2020","aprīlis","Izbraucot no ES","Igaunija","Lietuva","Autotransports","'0900'","Nodokļu un muitas policijas pārvald","13000.00","1"
